epoch,loss,loss_contrastive_divergence,loss_regularization,lr-Adam,metrics_avg_fake,metrics_avg_real,step,val_contrastive_divergence,val_fake_out,val_real_out
,,,,0.0001,,,0,,,
0,-0.11417156457901001,-0.14882349967956543,0.03465193510055542,,0.322487473487854,0.47131097316741943,49,,,
0,-0.05161958187818527,-0.0806712806224823,0.029051700606942177,,0.3239842355251312,0.4046555161476135,99,,,
0,-0.027263112366199493,-0.03291673958301544,0.0056536272168159485,,0.13929609954357147,0.17221283912658691,149,,,
0,-0.045452117919921875,-0.054834261536598206,0.009382141754031181,,0.15868745744228363,0.21352171897888184,199,,,
0,-0.05038272961974144,-0.06327155232429504,0.01288882177323103,,0.18094328045845032,0.24421483278274536,249,,,
0,-0.00896122120320797,-0.01999451220035553,0.01103329099714756,,0.18952754139900208,0.2095220535993576,299,,,
0,-0.027151161804795265,-0.032318033277988434,0.005166871473193169,,0.052733153104782104,0.08505118638277054,349,,,
0,,,,,,,397,-1.1351202726364136,-1.071365475654602,0.06375471502542496
,,,,9.7e-05,,,398,,,
1,-0.02379341796040535,-0.02741483598947525,0.0036214180290699005,,-0.0795646607875824,-0.05214982479810715,399,,,
1,0.0013085504760965705,3.951415419578552e-05,0.001269036321900785,,0.037540920078754425,0.03750140592455864,449,,,
1,-0.02538624033331871,-0.028114043176174164,0.00272780261002481,,0.03536481410264969,0.06347885727882385,499,,,
1,-0.017430370673537254,-0.01974201202392578,0.0023116411175578833,,-0.06469962000846863,-0.04495760798454285,549,,,
1,0.007319940719753504,0.006569385528564453,0.0007505550165660679,,0.04654024541378021,0.03997085988521576,599,,,
1,-0.004110776353627443,-0.004819732159376144,0.000708955863956362,,-0.03079504519701004,-0.025975313037633896,649,,,
1,-0.008710166439414024,-0.009790848940610886,0.001080682035535574,,-0.04477951303124428,-0.03498866409063339,699,,,
1,-0.01130741648375988,-0.012585394084453583,0.0012779779499396682,,-0.05918817222118378,-0.046602778136730194,749,,,
1,,,,,,,795,-1.8765404224395752,-1.9046392440795898,-0.02809850685298443
,,,,9.409e-05,,,796,,,
2,-0.006350957788527012,-0.0070051103830337524,0.0006541527109220624,,0.03706274926662445,0.0440678596496582,799,,,
2,3.251587622798979e-05,-0.0003702491521835327,0.0004027650284115225,,-0.023486481979489326,-0.023116232827305794,849,,,
2,0.00443448917940259,0.004070289433002472,0.0003641995426733047,,0.03796600177884102,0.03389571234583855,899,,,
2,-0.0027837895322591066,-0.0032450128346681595,0.00046122336061671376,,0.019012127071619034,0.022257139906287193,949,,,
2,-0.00013951212167739868,-0.00035618944093585014,0.00021667731925845146,,0.00428806385025382,0.0046442532911896706,999,,,
2,0.004115206655114889,0.003707136958837509,0.00040806952165439725,,-0.03779365494847298,-0.041500791907310486,1049,,,
2,0.0009920416632667184,0.000688391737639904,0.00030364992562681437,,0.015751346945762634,0.01506295520812273,1099,,,
2,-0.0014303306816145778,-0.0017940066754817963,0.00036367596476338804,,0.029979143291711807,0.031773149967193604,1149,,,
2,,,,,,,1193,-2.6160411834716797,-2.6330020427703857,-0.016961058601737022
,,,,9.12673e-05,,,1194,,,
3,0.002759321127086878,0.0025133267045021057,0.0002459943643771112,,-0.019412685185670853,-0.02192601189017296,1199,,,
3,-0.001851730514317751,-0.002152850851416588,0.00030112030799500644,,-0.027813971042633057,-0.02566112019121647,1249,,,
3,0.004649071022868156,0.004430074244737625,0.00021899669081903994,,-0.014863554388284683,-0.01929362863302231,1299,,,
3,0.0021390472538769245,0.0019244477152824402,0.00021459965500980616,,-0.02780185267329216,-0.0297263003885746,1349,,,
3,-0.0024981836322695017,-0.002749992534518242,0.0002518089604564011,,-0.025983592495322227,-0.023233599960803986,1399,,,
3,-0.00047873123548924923,-0.0009370744228363037,0.0004583431873470545,,-0.029567833989858627,-0.028630759567022324,1449,,,
3,-0.0030640531331300735,-0.003140917746350169,7.686470780754462e-05,,-0.004021755885332823,-0.0008808381389826536,1499,,,
3,-0.0020115140359848738,-0.0021583903580904007,0.00014687642396893352,,0.016579672694206238,0.01873806305229664,1549,,,
3,,,,,,,1591,-2.900332450866699,-2.907461643218994,-0.00712902657687664
,,,,8.8529281e-05,,,1592,,,
4,-0.0043371752835810184,-0.004812827333807945,0.00047565187560394406,,-0.03049808368086815,-0.025685256347060204,1599,,,
4,0.0012303432449698448,0.0009195301681756973,0.00031081304769031703,,0.030325593426823616,0.02940606325864792,1649,,,
4,-0.007222112733870745,-0.007607016712427139,0.00038490380393341184,,-0.029798652976751328,-0.022191636264324188,1699,,,
4,0.0034504872746765614,0.0031580496579408646,0.0002924376749433577,,-0.019829271361231804,-0.02298732101917267,1749,,,
4,-0.0023112690541893244,-0.0024243835359811783,0.00011311441630823538,,-0.015074377879500389,-0.01264999434351921,1799,,,
